last_name, first_name,year,player_age,b_ab,b_total_pa,isolated_power,xiso,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,z_swing_percent,oz_swing_percent,meatball_swing_percent,pull_percent,opposite_percent,
Gregorius, Didi,2015,25,525,578,.105,.079,84.8,10.4,1.6,24.5,70.9,34.5,77.5,35.6,26.9,
Trout, Mike,2015,24,575,682,.290,.283,92.9,14.0,16.4,48.6,53.6,22.6,58.1,35.1,29.1,
Herrera, Odubel,2015,24,495,537,.121,.107,87.0,5.9,3.2,33.9,65.4,34.6,76.2,34.7,31.2,
Harper, Bryce,2015,23,521,654,.319,.250,91.2,14.5,13.2,47.5,70.3,25.5,69.6,40.9,19.5,
Abreu, Jose,2015,28,613,668,.212,.187,90.9,10.1,9.7,41.6,65.8,34.7,70.6,34.4,26.4,
Polanco, Gregory,2015,24,593,652,.125,.127,89.0,9.8,4.4,39.2,63.6,28.7,65.4,35.2,26.1,
Arenado, Nolan,2015,24,616,665,.287,.220,90.6,16.3,8.7,40.0,73.3,35.5,75.8,43.3,21.3,
Holt, Brock,2015,27,454,509,.099,.071,85.9,7.2,0.6,24.2,56.4,24.7,64.7,30.9,27.3,
Owings, Chris,2015,24,515,552,.095,.091,84.9,11.8,2.6,24.7,69.6,35.3,78.9,35.7,28.1,
Pollock, A.J.,2015,28,609,673,.182,.150,88.5,8.4,5.9,39.1,62.8,28.7,69.3,36.1,23.1,
Seager, Kyle,2015,28,623,686,.185,.183,88.9,16.4,7.0,34.6,62.4,28.3,68.7,41.0,23.4,
Taylor, Michael A.,2015,24,472,511,.129,.144,86.3,7.6,6.3,35.6,71.1,31.4,86.5,40.1,25.9,
Carpenter, Matt,2015,30,574,665,.233,.236,88.6,17.0,9.4,36.1,58.9,20.4,70.4,38.4,22.0,
Dozier, Brian,2015,28,628,704,.209,.158,86.9,18.7,5.9,30.9,61.8,28.5,75.6,56.6,15.6,
Bryant, Kris,2015,23,559,650,.213,.233,89.6,19.4,11.5,43.3,73.6,28.7,89.4,41.1,23.0,
Castellanos, Nicholas,2015,23,549,595,.164,.178,88.3,16.9,7.7,34.7,69.6,32.5,79.9,33.7,29.0,
Machado, Manny,2015,23,633,713,.216,.180,90.3,12.1,7.6,41.5,62.9,24.6,74.4,36.4,23.9,
Pederson, Joc,2015,23,480,585,.206,.209,90.5,13.5,11.8,45.2,64.5,24.6,67.1,39.8,21.0,
Simmons, Andrelton,2015,26,535,583,.073,.076,85.8,2.9,1.0,28.8,64.7,25.2,79.2,31.0,22.7,
Yelich, Christian,2015,24,476,525,.116,.128,91.4,0.0,4.8,45.1,63.7,24.5,73.5,26.7,26.9,
Bogaerts, Xander,2015,23,613,654,.101,.085,87.6,6.6,2.5,34.2,63.3,33.9,70.3,30.9,31.1,
Calhoun, Kole,2015,28,630,686,.167,.170,85.9,11.2,6.8,31.8,71.3,29.6,78.7,39.0,24.2,
Eaton, Adam,2015,27,610,689,.144,.096,86.5,6.4,3.1,30.5,59.3,27.2,65.1,28.0,32.9,
Gattis, Evan,2015,29,566,604,.217,.168,88.9,10.3,7.1,39.2,68.7,36.3,76.7,36.9,22.6,
Kiermaier, Kevin,2015,25,505,535,.156,.101,86.7,8.3,2.4,30.7,70.6,31.1,78.2,37.2,21.3,
Betts, Mookie,2015,23,597,654,.188,.164,89.9,15.0,5.9,37.4,54.0,23.5,58.7,37.2,21.4,
Peterson, Jace,2015,25,528,597,.097,.105,85.1,7.8,3.3,26.3,61.4,25.9,70.1,36.8,26.8,
Pillar, Kevin,2015,26,586,628,.121,.088,84.5,12.2,1.8,25.7,62.6,38.2,62.7,38.4,25.9,
Russell, Addison,2015,21,475,523,.147,.123,85.9,14.2,5.2,27.7,68.1,27.9,78.5,41.3,24.3,
Duffy, Matt,2015,24,573,612,.133,.134,87.9,7.1,4.2,32.0,62.7,29.7,65.5,28.5,33.5,
